FeCl3 0 uM,,FeCl3 5 uM,,FeCl3 20 uM,,FeCl3 50 uM,,FeCl3 100 uM,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
530,0.6041176319,530,0.4641492665,530,0.341816932,530,0.1801703721,530,0.07811765373,
529.333313,0.6117966175,529.333313,0.4706145823,529.333313,0.3468567133,529.333313,0.18267712,529.333313,0.07854229212,
528.666687,0.6193788052,528.666687,0.4771363437,528.666687,0.3520624936,528.666687,0.1851261407,528.666687,0.07885403931,
528,0.6269259453,528,0.4835038781,528,0.3570804298,528,0.1875892133,528,0.07924208045,
527.333313,0.6344162226,527.333313,0.4899269342,527.333313,0.36223948,527.333313,0.1901135296,527.333313,0.0797470063,
526.666687,0.6415325999,526.666687,0.4959775209,526.666687,0.3670709133,526.666687,0.1925629079,526.666687,0.08005924523,
526,0.6488009095,526,0.5021932125,526,0.3720465899,526,0.1950617135,526,0.08046531677,
525.333313,0.6559085846,525.333313,0.5081518888,525.333313,0.3768388331,525.333313,0.1974892169,525.333313,0.08087915927,
524.666687,0.6630598903,524.666687,0.5142863989,524.666687,0.3817409873,524.666687,0.1999564171,524.666687,0.08124954253,
524,0.6700822115,524,0.5201641321,524,0.386575073,524,0.2024396956,524,0.08174965531,
523.333313,0.6770230532,523.333313,0.5259780288,523.333313,0.3913312256,523.333313,0.2048469782,523.333313,0.08213006705,
522.666687,0.6839726567,522.666687,0.5318728685,522.666687,0.3960232139,522.666687,0.2073259056,522.666687,0.08253940195,
522,0.6909107566,522,0.5376475453,522,0.4007658958,522,0.2098359019,522,0.08305293322,
521.333313,0.6978134513,521.333313,0.5434879661,521.333313,0.4054917991,521.333313,0.2123123258,521.333313,0.08365648985,
520.666687,0.7044090033,520.666687,0.5491090417,520.666687,0.4101340771,520.666687,0.2146981657,520.666687,0.08406722546,
520,0.7109649777,520,0.5546495318,520,0.4146430492,520,0.2171529531,520,0.08452542871,
519.333313,0.7175847888,519.333313,0.5602188706,519.333313,0.419254154,519.333313,0.2196738571,519.333313,0.08509711921,
518.666687,0.7241067886,518.666687,0.565879941,518.666687,0.4238312244,518.666687,0.2221415192,518.666687,0.08563153446,
518,0.7304502726,518,0.5711392164,518,0.4282025993,518,0.2245919704,518,0.08611449599,
517.333313,0.7368149161,517.333313,0.5765740275,517.333313,0.4327707589,517.333313,0.2271609157,517.333313,0.0867684707,
516.666687,0.7429939508,516.666687,0.5818744302,516.666687,0.4371406138,516.666687,0.2295733988,516.666687,0.08726700395,
516,0.7491455078,516,0.5871414542,516,0.4415688515,516,0.2320153564,516,0.08791409433,
515.333313,0.7552656531,515.333313,0.5924801826,515.333313,0.4459120333,515.333313,0.2345404476,515.333313,0.08855069429,
514.666687,0.7610721588,514.666687,0.5975211859,514.666687,0.4502661526,514.666687,0.2369534224,514.666687,0.08915317059,
514,0.7668850422,514,0.6025731564,514,0.4545696378,514,0.2394812405,514,0.08986770362,
513.333313,0.7723377347,513.333313,0.6074721813,513.333313,0.4587326944,513.333313,0.2418244928,513.333313,0.09045682847,
512.666687,0.7779586315,512.666687,0.6124516726,512.666687,0.4628990591,512.666687,0.2442860305,512.666687,0.09107884765,
512,0.7833179235,512,0.617416203,512,0.4670743644,512,0.246756345,512,0.09184599668,
511.3333435,0.7886319757,511.3333435,0.6221324801,511.3333435,0.4711464047,511.3333435,0.2492526174,511.3333435,0.09254419059,
510.666687,0.7935969234,510.666687,0.6267409921,510.666687,0.475184232,510.666687,0.2516610622,510.666687,0.09323128313,
510,0.7985163927,510,0.6314338446,510,0.4792011082,510,0.2541596591,510,0.09393999726,
509.3333435,0.8032670021,509.3333435,0.6359375715,509.3333435,0.4830904901,509.3333435,0.256639868,509.3333435,0.09465894848,
508.666687,0.807749033,508.666687,0.6402932405,508.666687,0.4869963229,508.666687,0.2591586411,508.666687,0.09540240467,
508,0.8120177984,508,0.6445399523,508,0.4907203615,508,0.2614879906,508,0.09610272944,
507.3333435,0.8161161542,507.3333435,0.6485522985,507.3333435,0.4944307208,507.3333435,0.2638575733,507.3333435,0.09689444304,
506.666687,0.8200897574,506.666687,0.6526381969,506.666687,0.4980860054,506.666687,0.2662972212,506.666687,0.09768670052,
506,0.8237832785,506,0.6565257907,506,0.5016680956,506,0.2687646151,506,0.09854207188,
505.3333435,0.8273214102,505.3333435,0.6603218913,505.3333435,0.5051795244,505.3333435,0.2711594403,505.3333435,0.09933876991,
504.666687,0.8305671811,504.666687,0.6640418768,504.666687,0.5085843801,504.666687,0.2735678554,504.666687,0.1001947075,
504,0.8336905241,504,0.6675153971,504,0.5118730664,504,0.2759649158,504,0.1010228619,
503.3333435,0.8365668058,503.3333435,0.6709341407,503.3333435,0.5151082277,503.3333435,0.2783584297,503.3333435,0.1018773168,
502.666687,0.8391925693,502.666687,0.6741359234,502.666687,0.518320322,502.666687,0.2807390392,502.666687,0.1026913449,
502,0.8417544365,502,0.6773196459,502,0.5214229822,502,0.2831192315,502,0.1036248282,
501.3333435,0.8439424038,501.3333435,0.6802523136,501.3333435,0.5243644714,501.3333435,0.2854522169,501.3333435,0.1045076624,
500.666687,0.8460720778,500.666687,0.6831771731,500.666687,0.5272850394,500.666687,0.2878903449,500.666687,0.1055611745,
500,0.84776932,500,0.6857314706,500,0.5300891995,500,0.2900487185,500,0.1063685864,
499.3333435,0.8494321108,499.3333435,0.688323915,499.3333435,0.5327590704,499.3333435,0.2924053669,499.3333435,0.1073296964,
498.666687,0.8508403897,498.666687,0.6907495856,498.666687,0.5353487134,498.666687,0.2947487533,498.666687,0.1083044708,
498,0.852017343,498,0.6930254102,498,0.5378457308,498,0.2968783379,498,0.1092590317,
497.3333435,0.8530448675,497.3333435,0.6950374246,497.3333435,0.5402636528,497.3333435,0.2990152538,497.3333435,0.110191144,
496.666687,0.8538230062,496.666687,0.697018981,496.666687,0.5425119996,496.666687,0.3012125194,496.666687,0.1112139001,
496,0.8544742465,496,0.6988685131,496,0.5447976589,496,0.3034475148,496,0.1122416854,
495.3333435,0.8550106287,495.3333435,0.7005618215,495.3333435,0.5469481349,495.3333435,0.3057270348,495.3333435,0.1132989526,
494.666687,0.8552497029,494.666687,0.7021409869,494.666687,0.5489240885,494.666687,0.307889998,494.666687,0.1143261343,
494,0.8554837704,494,0.7035390735,494,0.5508059263,494,0.3099204898,494,0.1154158115,
493.3333435,0.8553972244,493.3333435,0.7048943043,493.3333435,0.5526932478,493.3333435,0.3119917214,493.3333435,0.1164371222,
492.666687,0.8550810218,492.666687,0.705955267,492.666687,0.554312408,492.666687,0.3140061498,492.666687,0.1174849197,
492,0.8547925353,492,0.7069984078,492,0.5559826493,492,0.3160215616,492,0.1185600534,
491.3333435,0.8543379307,491.3333435,0.7078524232,491.3333435,0.5575168729,491.3333435,0.3180041313,491.3333435,0.1196840852,
490.666687,0.853654325,490.666687,0.708671391,490.666687,0.5589271784,490.666687,0.319850266,490.666687,0.1208259389,
490,0.8528229594,490,0.7093794942,490,0.560336411,490,0.3218662143,490,0.1219721064,
489.3333435,0.8519057035,489.3333435,0.7098514438,489.3333435,0.5614811182,489.3333435,0.3236871958,489.3333435,0.1231249869,
488.666687,0.8507664204,488.666687,0.7102891803,488.666687,0.5628196001,488.666687,0.3256117702,488.666687,0.1243080273,
488,0.8496492505,488,0.710622251,488,0.5639091134,488,0.3274048567,488,0.1254119128,
487.3333435,0.848369956,487.3333435,0.7108132839,487.3333435,0.5649117231,487.3333435,0.3293862045,487.3333435,0.1266411543,
486.666687,0.8468928933,486.666687,0.7108966708,486.666687,0.565767467,486.666687,0.3312651813,486.666687,0.1278084219,
486,0.8453633785,486,0.7109476328,486,0.566701293,486,0.3331087828,486,0.1291133314,
485.3333435,0.8436272144,485.3333435,0.7107153535,485.3333435,0.5673600435,485.3333435,0.3347225487,485.3333435,0.1302420199,
484.666687,0.841803968,484.666687,0.7105673552,484.666687,0.5681020021,484.666687,0.3363659382,484.666687,0.1314579546,
484,0.8399425745,484,0.7102050781,484,0.5685904622,484,0.3379344344,484,0.1326913834,
483.3333435,0.8379573822,483.3333435,0.7098096013,483.3333435,0.569165349,483.3333435,0.3395507932,483.3333435,0.13398467,
482.666687,0.8357461691,482.666687,0.7092366815,482.666687,0.5695796013,482.666687,0.3410660625,482.666687,0.1351031065,
482,0.8334433436,482,0.7085765004,482,0.569870472,482,0.3425762355,482,0.1364181638,
481.3333435,0.8311151266,481.3333435,0.707937479,481.3333435,0.5701515675,481.3333435,0.344004184,481.3333435,0.1376907676,
480.666687,0.8286938667,480.666687,0.7071644664,480.666687,0.5703040957,480.666687,0.3454209566,480.666687,0.1389328986,
480,0.8260802627,480,0.7061659098,480,0.5704744458,480,0.3467617631,480,0.1401806921,
479.3333435,0.8234490156,479.3333435,0.7051870823,479.3333435,0.5705016851,479.3333435,0.3481698632,479.3333435,0.1415138245,
478.666687,0.8206604123,478.666687,0.7042438388,478.666687,0.5705976486,478.666687,0.3496144414,478.666687,0.1429662853,
478,0.8179668188,478,0.7031016946,478,0.570499897,478,0.3509140015,478,0.144203797,
477.3333435,0.8150290251,477.3333435,0.7019407749,477.3333435,0.5704673529,477.3333435,0.352232337,477.3333435,0.1455899328,
476.666687,0.8119481206,476.666687,0.7005336881,476.666687,0.5702025294,476.666687,0.3533792794,476.666687,0.1467787772,
476,0.8087709546,476,0.6991691589,476,0.569930017,476,0.3546958864,476,0.1481414884,
475.3333435,0.8055106997,475.3333435,0.6977378726,475.3333435,0.569627583,475.3333435,0.3558797538,475.3333435,0.1495203972,
474.666687,0.802259624,474.666687,0.6962970495,474.666687,0.5692662597,474.666687,0.3570103049,474.666687,0.1508595198,
474,0.7988419533,474,0.6946091652,474,0.5688109398,474,0.3581299186,474,0.1521775573,
473.3333435,0.7954257131,473.3333435,0.692913413,473.3333435,0.5683607459,473.3333435,0.3593034744,473.3333435,0.1535666734,
472.666687,0.7917822599,472.666687,0.6911926866,472.666687,0.5677032471,472.666687,0.3603703678,472.666687,0.1548218727,
472,0.7881222367,472,0.6894496679,472,0.5671240687,472,0.3614373207,472,0.1562449336,
471.3333435,0.7843444347,471.3333435,0.6874557734,471.3333435,0.5664104819,471.3333435,0.3624614179,471.3333435,0.1575393379,
470.666687,0.7806701064,470.666687,0.6855507493,470.666687,0.5657455325,470.666687,0.363578558,470.666687,0.1589707583,
470,0.7766711116,470,0.6835110784,470,0.5649757981,470,0.3645695746,470,0.1604567766,
469.3333435,0.7726346254,469.3333435,0.6814063787,469.3333435,0.5640764832,469.3333435,0.3655001819,469.3333435,0.161874339,
468.666687,0.7685900331,468.666687,0.6791731119,468.666687,0.5632125735,468.666687,0.3665003181,468.666687,0.16326271,
468,0.7643921375,468,0.676941216,468,0.5622227192,468,0.3674382269,468,0.1647107899,
467.3333435,0.760283649,467.3333435,0.6747521758,467.3333435,0.5612841249,467.3333435,0.3683749437,467.3333435,0.1660763919,
466.666687,0.7559124827,466.666687,0.6723049283,466.666687,0.5602145195,466.666687,0.3692302704,466.666687,0.1675257981,
466,0.7515590787,466,0.6699027419,466,0.5591257215,466,0.370100081,466,0.1689873934,
465.3333435,0.7471653223,465.3333435,0.6672751307,465.3333435,0.5579561591,465.3333435,0.3708595335,465.3333435,0.1703256965,
464.666687,0.7427411675,464.666687,0.6648119092,464.666687,0.5567533374,464.666687,0.3717297316,464.666687,0.1718152463,
464,0.7382077575,464,0.6621539593,464,0.5554416776,464,0.3724611402,464,0.1732501239,
463.3333435,0.7335708141,463.3333435,0.6594621539,463.3333435,0.5540939569,463.3333435,0.3731731772,463.3333435,0.1746949106,
462.666687,0.7288509011,462.666687,0.6565896869,462.666687,0.5527433753,462.666687,0.3738649487,462.666687,0.1761499196,
462,0.7242237329,462,0.6537985802,462,0.5513135195,462,0.3745368719,462,0.1777027547,
461.3333435,0.7195812464,461.3333435,0.6510561705,461.3333435,0.5498683453,461.3333435,0.3752095699,461.3333435,0.179231599,
460.666687,0.7147427797,460.666687,0.64805305,460.666687,0.5483073592,460.666687,0.3756537437,460.666687,0.1806635708,
460,0.7100666761,460,0.6450951695,460,0.5467139482,460,0.3763113022,460,0.182159543,
459.3333435,0.7050580382,459.3333435,0.6419684291,459.3333435,0.5450616479,459.3333435,0.3767194152,459.3333435,0.1835282147,
458.666687,0.7001043558,458.666687,0.6387840509,458.666687,0.5432466865,458.666687,0.3771053851,458.666687,0.1849033535,
458,0.6952335835,458,0.6356356144,458,0.5415329933,458,0.377560854,458,0.1863902509,
457.3333435,0.6902437806,457.3333435,0.6324840784,457.3333435,0.5397173166,457.3333435,0.3779182136,457.3333435,0.1879073083,
456.666687,0.6851866245,456.666687,0.629095614,456.666687,0.5378011465,456.666687,0.3782168925,456.666687,0.1893281788,
456,0.680108428,456,0.6256799102,456,0.5358194709,456,0.3783571422,456,0.1906614155,
455.3333435,0.6750287414,455.3333435,0.6223549843,455.3333435,0.5338147879,455.3333435,0.3784529567,455.3333435,0.1920981556,
454.666687,0.6700632572,454.666687,0.6189282537,454.666687,0.5318371058,454.666687,0.3785650432,454.666687,0.1934780777,
454,0.665040493,454,0.6155735254,454,0.5297213197,454,0.3785838187,454,0.1949407607,
453.3333435,0.6598978043,453.3333435,0.611974895,453.3333435,0.5275107622,453.3333435,0.3785902858,453.3333435,0.1963598579,
452.666687,0.6546543837,452.666687,0.6083233953,452.666687,0.5252994895,452.666687,0.3784237802,452.666687,0.1976137608,
452,0.6495673656,452,0.6047799587,452,0.5230907202,452,0.3782285154,452,0.1990176886,
451.3333435,0.6444311738,451.3333435,0.6011422873,451.3333435,0.5207275748,451.3333435,0.3780465424,451.3333435,0.2003017515,
450.666687,0.6392740011,450.666687,0.5973476171,450.666687,0.5182612538,450.666687,0.3776557446,450.666687,0.201489538,
450,0.6340609789,450,0.5936330557,450,0.5158930421,450,0.3774151802,450,0.2028107196,
449.3333435,0.628868103,449.3333435,0.5898728967,449.3333435,0.5134726167,449.3333435,0.3769702911,449.3333435,0.2040801048,
448.666687,0.6236339808,448.666687,0.5860160589,448.666687,0.5109548569,448.666687,0.3765808642,448.666687,0.2053263634,
448,0.6185593009,448,0.5822515488,448,0.5084115863,448,0.3760066032,448,0.2064919323,
447.3333435,0.6134488583,447.3333435,0.5784359574,447.3333435,0.5059235692,447.3333435,0.3756244183,447.3333435,0.2078067511,
446.666687,0.6082157493,446.666687,0.5745566487,446.666687,0.5032938719,446.666687,0.3750016093,446.666687,0.2090412825,
446,0.6029456258,446,0.5706759691,446,0.5006428361,446,0.3743453324,446,0.2102832049,
445.3333435,0.5977932215,445.3333435,0.566678822,445.3333435,0.4979738295,445.3333435,0.3737567663,445.3333435,0.2114751339,
444.666687,0.5926772952,444.666687,0.5628232956,444.666687,0.4953306913,444.666687,0.3731088638,444.666687,0.2127146125,
444,0.5876070261,444,0.558945179,444,0.4926438034,444,0.3725125492,444,0.2139361203,
443.3333435,0.5824375749,443.3333435,0.5549565554,443.3333435,0.4899553359,443.3333435,0.3717713356,443.3333435,0.215082109,
442.666687,0.5772829652,442.666687,0.550991714,442.666687,0.4872568846,442.666687,0.3710550368,442.666687,0.2163074464,
442,0.5722444654,442,0.547090888,442,0.4845534265,442,0.3703459799,442,0.2175212651,
441.3333435,0.5672006607,441.3333435,0.5431172848,441.3333435,0.4817846119,441.3333435,0.3695680797,441.3333435,0.2186724395,
440.666687,0.5624821186,440.666687,0.5393669009,440.666687,0.4791556001,440.666687,0.3689734638,440.666687,0.2198832631,
440,0.5574497581,440,0.5354835391,440,0.4764751494,440,0.3681821525,440,0.221088782,
439.3333435,0.5525518656,439.3333435,0.5315243006,439.3333435,0.4737175405,439.3333435,0.3674164712,439.3333435,0.2222905308,
438.666687,0.5475860834,438.666687,0.5276027322,438.666687,0.4709497094,438.666687,0.3666378558,438.666687,0.2233898193,
438,0.5427932143,438,0.5237609744,438,0.4682210982,438,0.365801394,438,0.2245496362,
437.3333435,0.5379841328,437.3333435,0.5198139548,437.3333435,0.4655224383,437.3333435,0.3649471104,437.3333435,0.2257529199,
436.666687,0.5330612659,436.666687,0.5159819126,436.666687,0.4627309144,436.666687,0.3641002774,436.666687,0.2269845605,
436,0.5283579826,436,0.5120267272,436,0.4599475265,436,0.3633138239,436,0.2281523198,
435.3333435,0.5234456062,435.3333435,0.5081012249,435.3333435,0.4571252763,435.3333435,0.3624004126,435.3333435,0.229220584,
434.666687,0.5188766718,434.666687,0.5042696595,434.666687,0.45449844,434.666687,0.3615157008,434.666687,0.2302247882,
434,0.5142837167,434,0.5005434752,434,0.451759249,434,0.3606921434,434,0.2312670052,
433.3333435,0.509798944,433.3333435,0.4968748987,433.3333435,0.4491508305,433.3333435,0.359864682,433.3333435,0.2324945033,
432.666687,0.5052304268,432.666687,0.4931120276,432.666687,0.4464426935,432.666687,0.3590261638,432.666687,0.2336461991,
432,0.5007325411,432,0.4892908335,432,0.4436951578,432,0.358033061,432,0.2347481251,
431.3333435,0.4962953329,431.3333435,0.4855345488,431.3333435,0.4409932494,431.3333435,0.3571539521,431.3333435,0.2358549833,
430.666687,0.4916585684,430.666687,0.481672138,430.666687,0.438043803,430.666687,0.3559801579,430.666687,0.236675486,
430,0.4872279167,430,0.4779471457,430,0.4354009926,430,0.3550998569,430,0.2377428412,
429.3333435,0.4828371108,429.3333435,0.4741187394,429.3333435,0.4326581955,429.3333435,0.3539860845,429.3333435,0.2389043868,
428.666687,0.4785734117,428.666687,0.4705737829,428.666687,0.4300355911,428.666687,0.3531599045,428.666687,0.2398985326,
428,0.4742594063,428,0.4669174254,428,0.4273050427,428,0.3521100283,428,0.2409073412,
427.3333435,0.469902128,427.3333435,0.4631733596,427.3333435,0.4245381355,427.3333435,0.3509793878,427.3333435,0.2418014109,
426.666687,0.4655192196,426.666687,0.459335357,426.666687,0.4217529595,426.666687,0.349850148,426.666687,0.2427712977,
426,0.4612614214,426,0.4556713998,426,0.4190229774,426,0.3487313986,426,0.2439118922,
425.3333435,0.4569984078,425.3333435,0.4519690871,425.3333435,0.4163353741,425.3333435,0.3476922214,425.3333435,0.2449255437,
424.666687,0.4526615143,424.666687,0.4482258558,424.666687,0.4135308862,424.666687,0.3464957476,424.666687,0.2458345741,
424,0.4483834505,424,0.4445420802,424,0.4107444286,424,0.3452218771,424,0.2467014343,
423.3333435,0.4441871047,423.3333435,0.4408628941,423.3333435,0.4079417586,423.3333435,0.3440609276,423.3333435,0.2478777021,
422.666687,0.4399527907,422.666687,0.4371405244,422.666687,0.4050889909,422.666687,0.3427693546,422.666687,0.2488444597,
422,0.4355602562,422,0.4333324134,422,0.4021934867,422,0.3414565921,422,0.2497247607,
421.3333435,0.4314620495,421.3333435,0.4296051264,421.3333435,0.3993900716,421.3333435,0.3402351439,421.3333435,0.2507681251,
420.666687,0.4274932444,420.666687,0.4260871708,420.666687,0.3967525661,420.666687,0.3390761316,420.666687,0.2519678175,
420,0.4232931435,420,0.4223557413,420,0.3938665688,420,0.3377002776,420,0.2528339028,
419.3333435,0.4191506505,419.3333435,0.418646723,419.3333435,0.3910853267,419.3333435,0.3364492357,419.3333435,0.2540003657,
418.666687,0.4152291417,418.666687,0.415062964,418.666687,0.3883724809,418.666687,0.3351625502,418.666687,0.2551957071,
418,0.4111147225,418,0.4113782048,418,0.3856084645,418,0.3338876367,418,0.2562228441,
417.3333435,0.407250911,417.3333435,0.4078517854,417.3333435,0.3829639852,417.3333435,0.3327876031,417.3333435,0.2574425042,
416.666687,0.4032201171,416.666687,0.404139787,416.666687,0.3800551295,416.666687,0.3313491642,416.666687,0.2585263848,
416,0.3993021846,416,0.400575459,416,0.3773413599,416,0.3301569521,416,0.2599614263,
415.3333435,0.3954187632,415.3333435,0.3970589936,415.3333435,0.3746672869,415.3333435,0.3289304972,415.3333435,0.26126495,
414.666687,0.3917468786,414.666687,0.3936962783,414.666687,0.3720689118,414.666687,0.327557534,414.666687,0.2626127303,
414,0.388158679,414,0.390312016,414,0.369546622,414,0.3262778819,414,0.2641170919,
413.3333435,0.384359777,413.3333435,0.3868449628,413.3333435,0.3669162989,413.3333435,0.3250849247,413.3333435,0.2655926943,
412.666687,0.3807305694,412.666687,0.3833772242,412.666687,0.3642560542,412.666687,0.3239220083,412.666687,0.2671093941,
412,0.3772357106,412,0.380161345,412,0.3617834747,412,0.3229169548,412,0.2688085735,
411.3333435,0.3735250533,411.3333435,0.3768201172,411.3333435,0.3592696786,411.3333435,0.3218273818,411.3333435,0.2704253793,
410.666687,0.3702838123,410.666687,0.3735904396,410.666687,0.3569062054,410.666687,0.3208302557,410.666687,0.2722198963,
410,0.3669271171,410,0.3705817461,410,0.3545672596,410,0.319940865,410,0.2740782499,
409.3333435,0.3635165691,409.3333435,0.3673159182,409.3333435,0.3521230817,409.3333435,0.3189623356,409.3333435,0.2760146558,
408.666687,0.3602193594,408.666687,0.3641696572,408.666687,0.3497383296,408.666687,0.3180851936,408.666687,0.2779982388,
408,0.3569489717,408,0.3610709012,408,0.3474325538,408,0.3171242476,408,0.2799076438,
407.3333435,0.3538566828,407.3333435,0.358174324,407.3333435,0.3452859819,407.3333435,0.3164362311,407.3333435,0.2820386887,
406.666687,0.3508727849,406.666687,0.3553554118,406.666687,0.3432936668,406.666687,0.3158221543,406.666687,0.2844002247,
406,0.3475612998,406,0.3522324562,406,0.3409993351,406,0.3149877787,406,0.2866325378,
405.3333435,0.34452492,405.3333435,0.3493403196,405.3333435,0.3387663662,405.3333435,0.3143084347,405.3333435,0.2889113128,
404.666687,0.3414146006,404.666687,0.3463961482,404.666687,0.3367115259,404.666687,0.3136784136,404.666687,0.2914060652,
404,0.3383917511,404,0.3435924053,404,0.3345963359,404,0.3129402399,404,0.2937670052,
403.3333435,0.3352959752,403.3333435,0.3407538235,403.3333435,0.3325499296,403.3333435,0.3125476837,403.3333435,0.296367228,
402.666687,0.3321890831,402.666687,0.3378013372,402.666687,0.3303565085,402.666687,0.3119378984,402.666687,0.2989179194,
402,0.3291205466,402,0.3349137008,402,0.3280728459,402,0.3114341795,402,0.3018246293,
401.3333435,0.3259729147,401.3333435,0.3322096169,401.3333435,0.3259702921,401.3333435,0.3110816181,401.3333435,0.304694742,
400.666687,0.3228165209,400.666687,0.3293393552,400.666687,0.3238911033,400.666687,0.3104657829,400.666687,0.3074574471,
400,0.3195349872,400,0.3261360526,400,0.3217065036,400,0.309913218,400,0.3102183044,
399.3333435,0.3164967,399.3333435,0.32330513,399.3333435,0.3197731972,399.3333435,0.3095749617,399.3333435,0.3131922483,
398.666687,0.3133278191,398.666687,0.3203323781,398.666687,0.317686677,398.666687,0.3091330528,398.666687,0.3162304163,
398,0.3102948666,398,0.317587167,398,0.3156854808,398,0.3089447021,398,0.3194110096,
397.3333435,0.3070301116,397.3333435,0.3146675825,397.3333435,0.3136337399,397.3333435,0.3086425364,397.3333435,0.3224321902,
396.666687,0.3037650883,396.666687,0.3116774261,396.666687,0.3114986122,396.666687,0.3082716465,396.666687,0.3255351782,
396,0.3006260395,396,0.3087775111,396,0.3094547093,396,0.3080274165,396,0.3289272785,
395.3333435,0.2974124253,395.3333435,0.3058242798,395.3333435,0.3073717654,395.3333435,0.3077526391,395.3333435,0.3322300017,
394.666687,0.2941713333,394.666687,0.303050667,394.666687,0.3054246604,394.666687,0.3075362742,394.666687,0.3358564675,
394,0.2910697162,394,0.3001177013,394,0.3033814132,394,0.3073194921,394,0.3394443989,
393.3333435,0.28784886,393.3333435,0.2972870767,393.3333435,0.3013169467,393.3333435,0.3073259592,393.3333435,0.3428941071,
392.666687,0.2846652567,392.666687,0.2943887413,392.666687,0.2995006144,392.666687,0.3073236644,392.666687,0.3464228511,
392,0.2815421224,392,0.2916031778,392,0.2976371944,392,0.3073349595,392,0.3501701653,
391.3333435,0.2783347964,391.3333435,0.2888287902,391.3333435,0.2956891954,391.3333435,0.3073425889,391.3333435,0.3538633287,
390.666687,0.2751049995,390.666687,0.2860626578,390.666687,0.2937347591,390.666687,0.3073526621,390.666687,0.3575858772,
390,0.2720152438,390,0.2832702398,390,0.2919228673,390,0.3074552119,390,0.3614833355,
389.3333435,0.268901825,389.3333435,0.2805716991,389.3333435,0.2901023924,389.3333435,0.3077360988,389.3333435,0.3653759658,
388.666687,0.2659877837,388.666687,0.2778804898,388.666687,0.288369447,388.666687,0.3080928624,388.666687,0.3695575297,
388,0.2629483342,388,0.2752374411,388,0.2866832614,388,0.308449775,388,0.3736665249,
387.3333435,0.2601392567,387.3333435,0.272703588,387.3333435,0.2851583064,387.3333435,0.3088175952,387.3333435,0.3780020475,
386.666687,0.2572704554,386.666687,0.2701791823,386.666687,0.2835130692,386.666687,0.3093705475,386.666687,0.3823935688,
386,0.254442215,386,0.2676571012,386,0.2820424139,386,0.3098121583,386,0.386800319,
385.3333435,0.2515923977,385.3333435,0.2652896345,385.3333435,0.280610919,385.3333435,0.3105965257,385.3333435,0.3914914727,
384.6666565,0.2489074022,384.6666565,0.2629514933,384.6666565,0.2792061567,384.6666565,0.3113722205,384.6666565,0.3960118294,
384,0.2463258952,384,0.2606207728,384,0.2778369486,384,0.312093854,384,0.4006614387,
383.3333435,0.243738845,383.3333435,0.2585043609,383.3333435,0.2766524553,383.3333435,0.3129037023,383.3333435,0.4056740105,
382.6666565,0.2411015928,382.6666565,0.2562609017,382.6666565,0.2753119469,382.6666565,0.3136371374,382.6666565,0.4104504585,
382,0.2385005653,382,0.25417611,382,0.2740209401,382,0.3145933449,382,0.4156667888,
381.3333435,0.2359888554,381.3333435,0.2520000637,381.3333435,0.2729364634,381.3333435,0.3155919313,381.3333435,0.4207065105,
380.6666565,0.2337883562,380.6666565,0.2500543594,380.6666565,0.2718377113,380.6666565,0.3167100549,380.6666565,0.4258098602,
380,0.2315675765,380,0.2481413633,380,0.2709109187,380,0.3177850544,380,0.4310814142,
379.3333435,0.2293101102,379.3333435,0.2463420033,379.3333435,0.2700810432,379.3333435,0.3189811409,379.3333435,0.436468035,
378.6666565,0.2270558029,378.6666565,0.2443654537,378.6666565,0.2691550851,378.6666565,0.3199896812,378.6666565,0.4416480958,
378,0.2250112295,378,0.2426190674,378,0.2681502998,378,0.321069777,378,0.4469646811,
377.3333435,0.2231783718,377.3333435,0.2409913838,377.3333435,0.2674198747,377.3333435,0.3223321438,377.3333435,0.4524765015,
376.6666565,0.2212612182,376.6666565,0.2393753082,376.6666565,0.2667533159,376.6666565,0.3236750364,376.6666565,0.4580533504,
376,0.219480902,376,0.2378833294,376,0.2660638094,376,0.3250671923,376,0.4634850323,
375.3333435,0.2177033126,375.3333435,0.2364316732,375.3333435,0.2654447258,375.3333435,0.3263297975,375.3333435,0.4689062536,
374.6666565,0.2159643024,374.6666565,0.2350716591,374.6666565,0.2647595406,374.6666565,0.3276367188,374.6666565,0.4743680954,
374,0.2144564986,374,0.233884111,374,0.2643557787,374,0.328958571,374,0.4797417819,
373.3333435,0.2128508389,373.3333435,0.2326415777,373.3333435,0.2638578117,373.3333435,0.3303539753,373.3333435,0.4849946797,
372.6666565,0.2114741653,372.6666565,0.2314911187,372.6666565,0.2635156214,372.6666565,0.3318455517,372.6666565,0.4903436005,
372,0.2101338357,372,0.2303396463,372,0.262976557,372,0.3336215913,372,0.4959200025,
371.3333435,0.2088656425,371.3333435,0.2293945253,371.3333435,0.2626914084,371.3333435,0.3352161944,371.3333435,0.5013190508,
370.6666565,0.2078155726,370.6666565,0.2284244597,370.6666565,0.2624707222,370.6666565,0.3365525007,370.6666565,0.5064411163,
370,0.2069671005,370,0.2276616246,370,0.2622700632,370,0.3381608427,370,0.5118788481,
369.3333435,0.2056595087,369.3333435,0.2265473008,369.3333435,0.2618986368,369.3333435,0.3394072354,369.3333435,0.5167375207,
