non-imine polymer t=48hrs FeCl3 0uM,,non-imine polymer t=48hrs FeCl3 5uM,,non-imine polymer t=48hrs FeCl3 20uM,,non-imine polymer t=48hrs FeCl3 50uM,,non-imine polymer t=48hrs FeCl3 100uM,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
525.999939,0.5410300493,525.999939,0.4680897593,525.999939,0.1320281625,525.999939,0.02285783365,525.999939,0.02489354834,
525.333313,0.5476588011,525.333313,0.4750654697,525.333313,0.1353003681,525.333313,0.02358905599,525.333313,0.02515086904,
524.666626,0.5545028448,524.666626,0.4821937382,524.666626,0.1387806088,524.666626,0.02447109856,524.666626,0.02560097165,
523.999939,0.5609589815,523.999939,0.4891057014,523.999939,0.1421627104,523.999939,0.02522361837,523.999939,0.02597452886,
523.333313,0.5675404668,523.333313,0.4960153997,523.333313,0.1455368698,523.333313,0.02599588409,523.333313,0.02638474666,
522.666626,0.5740943551,522.666626,0.5028852224,522.666626,0.1490945071,522.666626,0.02681622095,522.666626,0.02677040547,
521.999939,0.580606401,521.999939,0.5099050403,521.999939,0.1527536213,521.999939,0.02771268412,521.999939,0.02722615935,
521.333313,0.5870577693,521.333313,0.5166971684,521.333313,0.1562513113,521.333313,0.02860395238,521.333313,0.0276817549,
520.666626,0.5932808518,520.666626,0.523334384,520.666626,0.1596806049,520.666626,0.02943206206,520.666626,0.02809911221,
519.999939,0.5995474458,519.999939,0.5299249887,519.999939,0.1632659882,519.999939,0.03040290438,519.999939,0.02860644087,
519.333313,0.605697453,519.333313,0.5365515351,519.333313,0.1668239683,519.333313,0.0313510187,519.333313,0.02901048958,
518.666626,0.6119023561,518.666626,0.5431761146,518.666626,0.1705112159,518.666626,0.03235993907,518.666626,0.02958862856,
517.999939,0.6179084778,517.999939,0.5496285558,517.999939,0.1741695106,517.999939,0.03335496783,517.999939,0.03008460626,
517.333313,0.623966217,517.333313,0.556171,517.333313,0.1778890193,517.333313,0.0343997404,517.333313,0.03073252179,
516.666626,0.6298168302,516.666626,0.5625469089,516.666626,0.181622833,516.666626,0.0354780741,516.666626,0.03122916818,
515.999939,0.6356630325,515.999939,0.5689676404,515.999939,0.1853494495,515.999939,0.03656674922,515.999939,0.03188762441,
515.333313,0.6415407658,515.333313,0.5753293633,515.333313,0.1891250759,515.333313,0.03770709038,515.333313,0.03249058872,
514.666626,0.6471059322,514.666626,0.5815514326,514.666626,0.1928884536,514.666626,0.03888907284,514.666626,0.03315406293,
513.999939,0.6527493596,513.999939,0.5877044797,513.999939,0.1967115998,513.999939,0.04009151459,513.999939,0.03380928934,
513.333313,0.658195138,513.333313,0.5937235355,513.333313,0.2005764693,513.333313,0.04126572236,513.333313,0.03449162841,
512.666626,0.663647294,512.666626,0.5999025702,512.666626,0.2045661956,512.666626,0.04259245098,512.666626,0.03529769182,
511.9999695,0.6688836813,511.9999695,0.605861783,511.9999695,0.2084167004,511.9999695,0.04384606704,511.9999695,0.03597323596,
511.333313,0.67399472,511.333313,0.6117835045,511.333313,0.2122877687,511.333313,0.0451698564,511.333313,0.03670968488,
510.666626,0.6791282296,510.666626,0.6176066995,510.666626,0.2162904888,510.666626,0.04651864246,510.666626,0.03751356155,
509.9999695,0.6841475964,509.9999695,0.623434186,509.9999695,0.220353812,509.9999695,0.04795655236,509.9999695,0.03834273294,
509.333313,0.6889648438,509.333313,0.6291362047,509.333313,0.2243809253,509.333313,0.04943752661,509.333313,0.03918142244,
508.666626,0.6936528683,508.666626,0.6347595453,508.666626,0.2285021693,508.666626,0.05087501928,508.666626,0.04005202651,
507.9999695,0.698207736,507.9999695,0.6402823925,507.9999695,0.232655555,507.9999695,0.0524022691,507.9999695,0.04096812382,
507.333313,0.7026853561,507.333313,0.6456161737,507.333313,0.2367353588,507.333313,0.05398980528,507.333313,0.04192795232,
506.666626,0.7068769932,506.666626,0.6509479284,506.666626,0.2408581674,506.666626,0.0555223003,506.666626,0.04277063161,
505.9999695,0.7109309435,505.9999695,0.6560202837,505.9999695,0.245009765,505.9999695,0.05710129067,505.9999695,0.04371742532,
505.333313,0.7149696946,505.333313,0.6610959768,505.333313,0.2492629886,505.333313,0.05879897624,505.333313,0.04476295412,
504.666626,0.7186357975,504.666626,0.6659452915,504.666626,0.2534821928,504.666626,0.06041356549,504.666626,0.04564896598,
503.9999695,0.7222634554,503.9999695,0.6707895398,503.9999695,0.2577171028,503.9999695,0.06210964173,503.9999695,0.04667665064,
503.333313,0.7257810235,503.333313,0.6754965186,503.333313,0.2620128095,503.333313,0.06389009207,503.333313,0.04776366055,
502.666626,0.729150176,502.666626,0.6800839305,502.666626,0.2663831711,502.666626,0.06567368656,502.666626,0.04879949242,
501.9999695,0.7322517633,501.9999695,0.6846110225,501.9999695,0.2707615495,501.9999695,0.06742648035,501.9999695,0.0498309806,
501.333313,0.7352176309,501.333313,0.6888259649,501.333313,0.2750885189,501.333313,0.06927216798,501.333313,0.05094106123,
500.666626,0.7379846573,500.666626,0.6930711269,500.666626,0.2795748413,500.666626,0.07113305479,500.666626,0.05206854641,
499.9999695,0.7406805158,499.9999695,0.6970543265,499.9999695,0.2840245962,499.9999695,0.07302369922,499.9999695,0.05319812149,
499.333313,0.743085146,499.333313,0.7010094523,499.333313,0.2884452343,499.333313,0.07490113378,499.333313,0.05424357951,
498.666626,0.7454451323,498.666626,0.7047057152,498.666626,0.2928951085,498.666626,0.07681934536,498.666626,0.05537721515,
497.9999695,0.7475734353,497.9999695,0.7084386945,497.9999695,0.2973410487,497.9999695,0.07879376411,497.9999695,0.05660805851,
497.333313,0.7495520115,497.333313,0.7118387222,497.333313,0.301802367,497.333313,0.08074808121,497.333313,0.05774635077,
496.666626,0.7513743639,496.666626,0.715310812,496.666626,0.3064704835,496.666626,0.08277881891,496.666626,0.05894909427,
495.9999695,0.7531017065,495.9999695,0.7185580134,495.9999695,0.3110424578,495.9999695,0.08488159627,495.9999695,0.06018134579,
495.333313,0.7546092868,495.333313,0.7216665149,495.333313,0.3155871034,495.333313,0.08692879975,495.333313,0.06141083688,
494.666626,0.7559181452,494.666626,0.7246646881,494.666626,0.3200825453,494.666626,0.08897886425,494.666626,0.06260097772,
493.9999695,0.757177949,493.9999695,0.7273870111,493.9999695,0.3245717883,493.9999695,0.09106007218,493.9999695,0.06378814578,
493.333313,0.7582701445,493.333313,0.7301852107,493.333313,0.3293066919,493.333313,0.09315893799,493.333313,0.06506043673,
492.666626,0.7590826154,492.666626,0.7326617837,492.666626,0.3339608908,492.666626,0.09527228028,492.666626,0.06628800929,
491.9999695,0.7599969506,491.9999695,0.7352474332,491.9999695,0.3387651742,491.9999695,0.09755135328,491.9999695,0.0676491484,
491.333313,0.7605662942,491.333313,0.7374804616,491.333313,0.3432611823,491.333313,0.09973452985,491.333313,0.06888412684,
490.666626,0.7610897422,490.666626,0.7397518754,490.666626,0.3478328884,490.666626,0.1019155458,490.666626,0.07017976791,
489.9999695,0.7615094185,489.9999695,0.7418296933,489.9999695,0.352560401,489.9999695,0.1041461602,489.9999695,0.07150806487,
489.333313,0.7617471218,489.333313,0.7438262105,489.333313,0.3570531607,489.333313,0.1063833311,489.333313,0.07286778092,
488.666626,0.7619510889,488.666626,0.745629847,488.666626,0.3617070019,488.666626,0.1086912677,488.666626,0.07424069196,
487.9999695,0.7619774342,487.9999695,0.7473073602,487.9999695,0.3662751913,487.9999695,0.1108982265,487.9999695,0.07555703074,
487.333313,0.7618918419,487.333313,0.7489942312,487.333313,0.3708500266,487.333313,0.1132234558,487.333313,0.07691595703,
486.666626,0.7616684437,486.666626,0.7503831387,486.666626,0.3753778636,486.666626,0.1155394837,486.666626,0.0783681646,
485.9999695,0.7612903118,485.9999695,0.7518135905,485.9999695,0.3799419999,485.9999695,0.1179164201,485.9999695,0.07973136008,
485.333313,0.7607959509,485.333313,0.7530477643,485.333313,0.3844437897,485.333313,0.1202715412,485.333313,0.0810950473,
484.666626,0.7602837682,484.666626,0.7542114854,484.666626,0.3890492916,484.666626,0.1226296127,484.666626,0.08259934932,
483.9999695,0.7597272396,483.9999695,0.7552857399,483.9999695,0.3935154974,483.9999695,0.1250211596,483.9999695,0.08402390778,
483.333313,0.7588309646,483.333313,0.7561039925,483.333313,0.3979752064,483.333313,0.1273594201,483.333313,0.08547543734,
482.666626,0.7580084205,482.666626,0.7568568587,482.666626,0.4025566876,482.666626,0.1298287213,482.666626,0.08703228086,
481.9999695,0.7570086122,481.9999695,0.7576449513,481.9999695,0.4069521129,481.9999695,0.1322248131,481.9999695,0.08851245046,
481.333313,0.7559021711,481.333313,0.7581617832,481.333313,0.4112891555,481.333313,0.1345843524,481.333313,0.08998563886,
480.666626,0.7547866702,480.666626,0.7587022185,480.666626,0.4157082438,480.666626,0.137112692,480.666626,0.0915549323,
479.9999695,0.7535256743,479.9999695,0.7591605186,479.9999695,0.4201852381,479.9999695,0.1397067159,479.9999695,0.09320240468,
479.333313,0.7520671487,479.333313,0.7592973709,479.333313,0.4245464802,479.333313,0.142115891,479.333313,0.0947824195,
478.666626,0.7505745292,478.666626,0.7595398426,478.666626,0.4289170206,478.666626,0.1446592957,478.666626,0.09641841799,
477.9999695,0.7490443587,477.9999695,0.7596523166,477.9999695,0.4332590699,477.9999695,0.14713341,477.9999695,0.09806219488,
477.333313,0.7474982142,477.333313,0.7596337795,477.333313,0.4375354648,477.333313,0.1497533023,477.333313,0.09975706786,
476.666626,0.7457070947,476.666626,0.7595418692,476.666626,0.4418207705,476.666626,0.1522028446,476.666626,0.1013750061,
475.9999695,0.7437747717,475.9999695,0.7592983246,475.9999695,0.4460131824,475.9999695,0.1547967792,475.9999695,0.103056103,
475.333313,0.7419201136,475.333313,0.7590299249,475.333313,0.4502462149,475.333313,0.1574142426,475.333313,0.1047665626,
474.666626,0.7400116324,474.666626,0.7586255074,474.666626,0.4544643462,474.666626,0.1600120664,474.666626,0.1065323427,
473.9999695,0.7378709316,473.9999695,0.7581813931,473.9999695,0.4586758018,473.9999695,0.1626229733,473.9999695,0.1082430929,
473.333313,0.7357552052,473.333313,0.7576793432,473.333313,0.462920934,473.333313,0.1652286202,473.333313,0.1100574136,
472.666626,0.7334879637,472.666626,0.7570236325,472.666626,0.467071563,472.666626,0.1678621322,472.666626,0.1119402722,
471.9999695,0.7312512398,471.9999695,0.7563185692,471.9999695,0.4712204635,471.9999695,0.1705018282,471.9999695,0.1138336882,
471.333313,0.7288171053,471.333313,0.7555682063,471.333313,0.4753432274,471.333313,0.1730809212,471.333313,0.1156304479,
470.666626,0.726382494,470.666626,0.754622221,470.666626,0.4794866741,470.666626,0.175822407,470.666626,0.1175597683,
469.9999695,0.7236847878,469.9999695,0.7536526918,469.9999695,0.4835699797,469.9999695,0.178482458,469.9999695,0.1194062307,
469.333313,0.7211321592,469.333313,0.7526344061,469.333313,0.4876991212,469.333313,0.1812781096,469.333313,0.1213888898,
468.666626,0.718487978,468.666626,0.7515649199,468.666626,0.491859436,468.666626,0.1839776337,468.666626,0.1233469769,
467.9999695,0.7155968547,467.9999695,0.7503080368,467.9999695,0.4958296716,467.9999695,0.1866563708,467.9999695,0.1252563894,
467.333313,0.712813139,467.333313,0.7490765452,467.333313,0.499858737,467.333313,0.1893560141,467.333313,0.1272747815,
466.666626,0.7097997069,466.666626,0.7476524711,466.666626,0.5039479136,466.666626,0.1921871901,466.666626,0.1293024272,
465.9999695,0.7068782449,465.9999695,0.7463337779,465.9999695,0.507928431,465.9999695,0.1949855387,465.9999695,0.1314260662,
465.333313,0.7037805915,465.333313,0.7448162436,465.333313,0.5118970871,465.333313,0.1977874041,465.333313,0.1335822195,
464.666626,0.7006159425,464.666626,0.7431713343,464.666626,0.5157533884,464.666626,0.2005666792,464.666626,0.1355749667,
463.9999695,0.6975063086,463.9999695,0.7414627075,463.9999695,0.5196556449,463.9999695,0.2034116983,463.9999695,0.1377516985,
463.333313,0.6941791177,463.333313,0.739762485,463.333313,0.5234928727,463.333313,0.2062726021,463.333313,0.1398830116,
